-42	0
-42	1
-41	0
-41	1
-40	0
-40	1
-39	0
-39	1
-38	0
-38	1
-37	0
-37	1
-36	0
-36	1
-35	0
-35	1
-35	7
-35	8
-34	0
-34	1
-34	5
-34	6
-34	7
-34	8
-33	0
-33	1
-33	2
-33	3
-33	4
-33	5
-33	6
-33	7
-33	8
-32	0
-32	1
-32	2
-32	3
-32	4
-32	5
-32	6
-32	7
-32	8
-31	0
-31	1
-31	2
-31	3
-31	4
-31	5
-31	6
-31	7
-31	8
-30	0
-30	1
-30	2
-30	3
-30	4
-30	5
-30	6
-30	7
-30	8
-29	0
-29	1
-29	2
-29	3
-29	4
-29	5
-29	6
-29	7
-29	8
-28	0
-28	1
-28	2
-28	3
-28	4
-28	5
-28	6
-28	7
-28	8
-27	0
-27	1
-27	2
-27	3
-27	7
-27	8
-26	0
-26	1
-26	7
-26	8
-25	0
-25	1
-25	7
-25	8
-24	0
-24	1
-24	7
-24	8
-23	0
-23	1
-23	7
-23	8
-22	0
-22	1
-22	7
-22	8
-21	0
-21	1
-21	7
-21	8
-20	0
-20	1
-20	7
-20	8
-19	0
-19	1
-19	7
-19	8
-18	0
-18	1
-18	7
-18	8
-17	0
-17	1
-17	5
-17	6
-17	7
-17	8
-16	0
-16	1
-16	3
-16	4
-16	5
-16	6
-16	7
-16	8
-15	0
-15	1
-15	2
-15	3
-15	4
-15	5
-15	6
-15	7
-15	8
-14	0
-14	1
-14	2
-14	3
-14	4
-14	5
-14	6
-14	7
-14	8
-13	0
-13	1
-13	2
-13	3
-13	4
-13	5
-13	6
-13	7
-13	8
-12	0
-12	1
-12	2
-12	3
-12	4
-12	5
-12	6
-12	7
-12	8
-11	0
-11	1
-11	2
-11	3
-11	4
-11	5
-11	6
-11	7
-11	8
-10	0
-10	1
-10	2
-10	3
-10	4
-10	7
-10	8
-9	0
-9	1
-9	2
-9	3
-9	7
-9	8
-8	0
-8	1
-8	7
-8	8
-7	7
-7	8
-6	7
-6	8
-5	7
-5	8
-4	7
-4	8
-3	7
-3	8
-2	7
-2	8
-1	7
-1	8
