-16	11
-16	12
-16	13
-16	14
-16	15
-16	16
-15	9
-15	10
-15	11
-15	12
-15	13
-15	14
-15	15
-15	16
-15	17
-15	18
-14	4
-14	5
-14	6
-14	7
-14	8
-14	16
-14	17
-14	18
-14	19
-14	20
-14	21
-14	22
-14	23
-13	3
-13	4
-13	5
-13	6
-13	17
-13	18
-13	19
-13	20
-13	21
-13	22
-13	23
-13	24
-12	1
-12	2
-12	3
-12	4
-12	5
-12	6
-12	18
-12	19
-12	20
-12	21
-12	22
-12	23
-12	24
-12	25
-11	1
-11	2
-11	3
-11	4
-11	5
-11	6
-11	19
-11	20
-11	21
-11	22
-11	23
-11	24
-11	25
-11	26
-10	1
-10	2
-10	3
-10	4
-10	5
-10	6
-10	20
-10	21
-10	22
-10	23
-10	24
-10	25
-10	26
-9	0
-9	1
-9	2
-9	3
-9	4
-9	5
-9	6
-9	21
-9	22
-9	23
-9	24
-9	25
-9	26
-8	0
-8	1
-8	2
-8	3
-8	4
-8	5
-8	6
-8	21
-8	22
-8	23
-8	24
-8	25
-8	26
-7	1
-7	2
-7	3
-7	4
-7	5
-7	6
-7	21
-7	22
-7	23
-7	24
-7	25
-7	26
-6	1
-6	2
-6	3
-6	4
-6	5
-6	6
-6	7
-6	21
-6	22
-6	23
-6	24
-6	25
-6	26
-5	1
-5	2
-5	3
-5	4
-5	5
-5	6
-5	7
-5	8
-5	21
-5	22
-5	23
-5	24
-5	25
-4	3
-4	4
-4	5
-4	6
-4	7
-4	8
-4	9
-4	21
-4	22
-4	23
-4	24
-3	4
-3	5
-3	6
-3	7
-3	8
-3	9
-3	10
-3	19
-3	20
-3	21
-3	22
-3	23
-2	8
-2	9
-2	10
-2	11
-2	12
-2	13
-2	14
-2	15
-2	16
-2	17
-2	18
-1	11
-1	12
-1	13
-1	14
-1	15
