-59	17
-59	18
-59	19
-58	17
-58	18
-58	19
-57	17
-57	18
-57	19
-56	17
-56	18
-56	19
-55	17
-55	18
-55	19
-54	17
-54	18
-54	19
-54	20
-53	17
-53	18
-53	19
-52	17
-52	18
-52	19
-52	20
-51	17
-51	18
-51	19
-51	20
-50	17
-50	18
-50	19
-50	20
-50	21
-49	17
-49	18
-49	19
-49	20
-49	21
-48	17
-48	18
-48	19
-48	20
-48	22
-47	17
-47	18
-47	19
-47	20
-47	21
-47	22
-47	23
-46	17
-46	18
-46	19
-46	20
-46	21
-46	22
-46	23
-45	17
-45	18
-45	19
-45	20
-45	21
-45	22
-45	23
-45	24
-45	25
-44	17
-44	18
-44	19
-44	20
-44	21
-44	22
-44	23
-44	24
-44	25
-43	17
-43	18
-43	19
-43	20
-43	21
-43	22
-43	23
-43	24
-43	25
-42	17
-42	18
-42	19
-42	23
-42	24
-42	25
-42	26
-41	17
-41	18
-41	19
-41	22
-41	23
-41	24
-41	25
-41	26
-40	17
-40	18
-40	19
-40	23
-40	26
-40	27
-39	17
-39	18
-39	19
-39	24
-39	25
-39	26
-39	27
-39	28
-38	17
-38	18
-38	19
-38	25
-38	26
-38	27
-38	28
-37	17
-37	18
-37	19
-37	26
-37	27
-37	28
-37	29
-36	17
-36	18
-36	19
-36	26
-36	27
-36	28
-36	29
-35	17
-35	18
-35	19
-35	27
-35	28
-35	29
-34	17
-34	18
-34	19
-34	28
-34	30
-33	17
-33	18
-33	19
-33	28
-33	29
-33	30
-32	17
-32	18
-32	19
-32	30
-31	17
-31	18
-31	19
-31	29
-31	30
-30	17
-30	18
-30	19
-30	29
-30	30
-29	17
-29	18
-29	19
-29	29
-29	30
-28	17
-28	18
-28	19
-28	29
-28	30
-27	17
-27	18
-27	19
-27	29
-27	30
-26	17
-26	18
-26	19
-26	29
-26	30
-25	17
-25	18
-25	19
-25	29
-25	30
-24	17
-24	18
-24	19
-24	29
-24	30
-23	17
-23	18
-23	19
-23	30
-22	17
-22	18
-22	19
-22	30
-21	17
-21	18
-21	19
-21	29
-21	30
-20	17
-20	18
-20	19
-20	30
-19	17
-19	18
-19	19
-19	28
-19	29
-19	30
-18	17
-18	18
-18	19
-18	28
-18	29
-17	17
-17	18
-17	19
-17	28
-17	29
-16	17
-16	18
-16	19
-16	27
-16	28
-15	10
-15	11
-15	12
-15	13
-15	14
-15	15
-15	17
-15	18
-15	19
-15	27
-15	28
-14	8
-14	9
-14	10
-14	11
-14	12
-14	13
-14	14
-14	15
-14	16
-14	17
-14	18
-14	19
-13	6
-13	7
-13	8
-13	9
-13	10
-13	11
-13	12
-13	13
-13	14
-13	15
-13	16
-13	17
-13	18
-13	19
-12	5
-12	6
-12	7
-12	8
-12	9
-12	10
-12	11
-12	12
-12	13
-12	14
-12	15
-12	16
-12	17
-12	18
-12	19
-11	3
-11	4
-11	5
-11	6
-11	7
-11	8
-11	9
-11	10
-11	11
-11	12
-11	13
-11	14
-11	15
-11	16
-11	17
-11	18
-11	19
-10	3
-10	4
-10	5
-10	6
-10	7
-10	8
-10	9
-10	10
-10	11
-10	12
-10	13
-10	14
-10	15
-10	16
-10	17
-10	18
-10	19
-9	1
-9	2
-9	3
-9	4
-9	5
-9	6
-9	7
-9	8
-9	9
-9	10
-9	11
-9	12
-9	13
-9	14
-9	15
-9	16
-9	17
-9	18
-9	19
-8	0
-8	1
-8	2
-8	3
-8	4
-8	5
-8	6
-8	7
-8	8
-8	9
-8	10
-8	11
-8	12
-8	13
-8	14
-8	15
-8	16
-8	17
-8	18
-8	19
-7	0
-7	1
-7	2
-7	3
-7	4
-7	5
-7	6
-7	7
-7	8
-7	9
-7	10
-7	11
-7	12
-7	13
-7	14
-7	15
-7	16
-7	17
-7	18
-7	19
-6	0
-6	1
-6	2
-6	3
-6	4
-6	5
-6	6
-6	7
-6	8
-6	9
-6	10
-6	11
-6	12
-6	13
-6	14
-6	15
-6	16
-6	17
-6	18
-5	0
-5	1
-5	2
-5	3
-5	4
-5	5
-5	6
-5	7
-5	8
-5	9
-5	10
-5	11
-5	12
-5	13
-5	14
-5	15
-5	16
-4	0
-4	1
-4	2
-4	3
-4	4
-4	5
-4	6
-4	7
-4	8
-4	9
-4	10
-4	11
-4	12
-4	13
-4	14
-4	15
-3	0
-3	1
-3	2
-3	3
-3	4
-3	5
-3	6
-3	7
-3	8
-3	9
-3	10
-3	11
-3	12
-3	13
-3	14
-2	1
-2	2
-2	3
-2	4
-2	5
-2	6
-2	7
-2	8
-2	9
-2	12
-2	13
-1	1
-1	2
-1	3
-1	4
-1	5
-1	6
-1	7
-1	8
-1	9
-1	12
0	3
0	4
0	5
0	9
0	10
