-41	2
-40	2
-40	3
-39	3
-39	4
-38	4
-38	5
-37	5
-37	6
-36	5
-36	6
-36	7
-35	5
-35	8
-34	6
-34	7
-34	8
-33	7
-33	8
-33	9
-32	7
-32	8
-32	9
-32	10
-31	6
-31	7
-31	8
-31	9
-30	7
-30	8
-30	9
-30	10
-29	5
-29	6
-29	7
-29	8
-29	9
-29	10
-29	11
-28	6
-28	7
-28	8
-28	9
-28	10
-27	4
-27	5
-27	6
-27	7
-27	8
-27	9
-27	10
-27	11
-26	3
-26	4
-26	5
-26	6
-26	7
-26	8
-26	9
-26	10
-25	2
-25	4
-25	5
-25	6
-25	7
-25	8
-24	2
-24	3
-24	4
-24	5
-24	6
-24	7
-24	8
-24	9
-23	1
-23	2
-23	3
-23	4
-23	5
-23	6
-23	7
-22	2
-22	3
-22	4
-22	5
-22	6
-22	7
-22	8
-21	3
-21	4
-21	5
-21	6
-21	7
-20	4
-20	5
-20	6
-20	7
-20	8
-19	3
-19	5
-19	6
-19	7
-19	8
-18	6
-18	7
-17	7
-17	8
-16	8
-16	9
-15	9
-14	4
-14	5
-14	6
-14	8
-14	10
-13	3
-13	4
-13	5
-13	6
-13	7
-13	9
-13	10
-12	3
-12	4
-12	5
-12	6
-12	7
-12	8
-12	9
-12	10
-12	11
-11	1
-11	2
-11	3
-11	4
-11	5
-11	6
-11	7
-11	8
-11	9
-11	10
-11	11
-11	12
-10	1
-10	2
-10	3
-10	4
-10	5
-10	6
-10	7
-10	8
-10	9
-10	10
-10	11
-10	12
-10	13
-9	1
-9	2
-9	3
-9	4
-9	5
-9	6
-9	7
-9	12
-9	13
-9	14
-8	2
-8	3
-8	4
-8	5
-7	2
-7	3
-7	4
-6	3
-6	4
-5	3
-5	4
-5	5
-4	4
-4	5
-3	5
-3	6
-2	6
-2	7
-1	7
-1	8
